Date,BTC_USD,USD_Index,TLT,HYG,US10Y_Yield,VIX,Nasdaq100,SP500
2023-11-16,36161,104.35,89.62,74.60,4.45,14.32,15833.17,4508.24
2023-11-17,36631,103.92,90.04,74.77,4.44,13.80,15837.99,4514.02
2023-11-20,37451,103.44,90.59,74.85,4.42,13.41,16027.06,4547.38
2023-11-21,35794,103.56,90.55,74.95,4.41,13.35,15933.62,4538.19
2023-11-22,37407,103.92,90.87,75.08,4.42,12.85,16001.39,4556.62
2023-11-24,37704,103.40,89.80,75.00,4.47,12.46,15982.01,4559.34
2023-11-27,37263,103.20,91.30,75.11,4.39,12.69,15961.98,4550.43
2023-11-28,37815,102.75,91.48,75.44,4.34,12.69,16010.43,4554.89
2023-11-29,37834,102.77,92.63,75.85,4.27,12.98,15987.60,4550.58
2023-11-30,37723,103.50,91.56,75.71,4.37,12.92,15947.87,4567.80
2023-12-01,38676,103.27,92.99,75.99,4.22,12.63,15997.58,4594.63
2023-12-04,41942,103.71,92.61,75.80,4.28,13.08,15839.67,4569.78
2023-12-05,44112,104.05,94.61,75.87,4.18,12.85,15877.71,4567.18
2023-12-06,43814,104.15,95.87,75.88,4.12,12.97,15788.05,4549.34
2023-12-07,43290,103.54,95.32,76.01,4.14,13.06,16022.49,4585.59
2023-12-08,44173,104.01,94.54,75.86,4.23,12.35,16084.69,4604.37
2023-12-11,41287,104.09,94.34,75.81,4.23,12.63,16221.74,4622.44
2023-12-12,41501,103.86,94.62,75.98,4.20,12.07,16354.25,4643.70
2023-12-13,42924,102.87,96.84,77.14,4.04,12.19,16562.37,4707.09
2023-12-14,43064,101.96,99.04,77.10,3.92,12.48,16537.83,4719.55
2023-12-15,41961,102.55,99.15,76.93,3.91,12.28,16623.45,4719.19
2023-12-18,42672,102.56,98.36,76.98,3.95,12.56,16729.80,4740.56
2023-12-19,42315,102.17,98.89,77.20,3.93,12.53,16811.86,4768.37
2023-12-20,43662,102.41,99.56,77.21,3.86,13.67,16554.16,4698.35
2023-12-21,43890,101.84,98.93,77.56,3.89,13.65,16757.41,4746.75
2023-12-22,44038,101.70,98.47,77.47,3.90,13.03,16777.40,4754.63
2023-12-26,42568,101.47,98.76,77.62,3.89,12.99,16878.46,4774.75
2023-12-27,43476,100.99,100.51,77.94,3.79,12.43,16906.80,4781.58
2023-12-28,42617,101.23,99.78,77.69,3.84,12.47,16898.47,4783.35
2023-12-29,42139,101.33,98.88,77.39,3.88,12.45,16825.93,4769.83
2024-01-02,44991,102.20,98.31,77.13,3.95,13.20,16543.94,4742.83
2024-01-03,42869,102.49,98.72,76.92,3.91,14.04,16368.49,4704.81
2024-01-04,44221,102.42,97.22,76.62,3.99,14.13,16282.01,4688.68
2024-01-05,44189,102.41,96.29,76.68,4.05,13.35,16305.98,4697.24
2024-01-08,46941,102.21,97.24,77.11,4.01,13.08,16649.87,4763.54
2024-01-09,46113,102.57,96.62,77.23,4.02,12.76,16678.70,4756.50
2024-01-10,46636,102.36,96.17,77.37,4.04,12.69,16793.04,4783.45
2024-01-11,46377,102.29,96.71,77.62,3.98,12.44,16820.90,4780.24
2024-01-12,42831,102.40,96.52,77.70,3.96,12.70,16832.92,4783.83
2024-01-16,43163,103.36,94.82,77.21,4.07,13.84,16830.71,4765.98
2024-01-17,42778,103.45,94.67,76.88,4.10,14.79,16736.28,4739.21
2024-01-18,41337,103.54,93.79,77.04,4.14,14.13,16982.29,4780.94
2024-01-19,41719,103.29,94.09,77.17,4.15,13.30,17314.01,4839.81
2024-01-22,39599,103.33,94.65,77.23,4.11,13.19,17330.38,4850.43
2024-01-23,39938,103.62,93.90,77.14,4.14,12.55,17404.21,4864.60
2024-01-24,40140,103.24,93.35,77.10,4.18,13.14,17499.30,4868.55
2024-01-25,40001,103.57,93.96,77.69,4.14,13.45,17516.99,4894.16
2024-01-26,41821,103.43,93.78,77.63,4.15,13.26,17421.01,4890.97
2024-01-29,43301,103.61,94.86,77.80,4.08,13.60,17596.27,4927.93
2024-01-30,42956,103.40,95.72,77.70,4.06,13.31,17476.71,4924.97
2024-01-31,42594,103.27,96.66,77.48,3.99,14.35,17137.24,4845.65
2024-02-01,43088,103.05,98.24,77.54,3.87,13.88,17344.71,4906.19
2024-02-02,43201,103.92,96.07,77.19,4.03,13.85,17642.73,4958.61
2024-02-05,42707,104.45,94.13,76.83,4.17,13.67,17613.04,4942.81
2024-02-06,43101,104.21,95.05,77.11,4.09,13.06,17572.73,4954.23
2024-02-07,44328,104.06,94.59,77.24,4.09,12.83,17755.07,4995.06
2024-02-08,45279,104.17,94.04,77.20,4.15,12.79,17783.17,4997.91
2024-02-09,47150,104.11,93.85,77.36,4.17,12.93,17962.40,5026.61
2024-02-12,49947,104.17,93.96,77.19,4.17,13.93,17882.66,5021.84
2024-02-13,49777,104.96,92.35,76.57,4.31,15.85,17600.42,4953.17
2024-02-14,51778,104.72,92.82,76.87,4.27,14.38,17807.63,5000.62
2024-02-15,51893,104.30,93.30,77.14,4.24,14.01,17845.72,5029.73
2024-02-16,52130,104.30,92.76,76.91,4.30,14.24,17685.98,5005.57
2024-02-20,52168,104.08,92.84,77.07,4.27,15.42,17546.10,4975.51
2024-02-21,51856,104.01,92.18,76.93,4.32,15.34,17478.91,4981.80
2024-02-22,51287,103.96,92.63,77.30,4.33,14.54,18004.70,5087.03
2024-02-23,50734,103.94,93.87,77.35,4.26,13.75,17937.61,5088.80
2024-02-26,54417,103.83,93.59,77.10,4.28,13.74,17933.33,5069.53
2024-02-27,56998,103.83,92.93,77.20,4.31,13.43,17971.05,5078.18
2024-02-28,62380,103.97,93.52,77.19,4.27,13.84,17874.50,5069.76
2024-02-29,61148,104.16,94.18,77.33,4.25,13.40,18043.85,5096.27
2024-03-01,62346,103.86,94.47,77.18,4.19,13.11,18302.91,5137.08
2024-03-04,68110,103.83,94.09,77.16,4.22,13.49,18226.48,5130.95
2024-03-05,63818,103.80,95.43,77.10,4.13,14.46,17897.87,5078.65
2024-03-06,66073,103.37,95.99,77.29,4.11,14.50,18017.57,5104.76
2024-03-07,66744,102.82,95.90,77.38,4.09,14.44,18297.99,5157.36
2024-03-08,68018,102.71,95.73,77.40,4.09,14.74,18018.45,5123.69
2024-03-11,71937,102.87,95.68,77.39,4.10,15.22,17951.69,5117.94
2024-03-12,71237,102.96,94.88,77.46,4.16,13.84,18219.12,5175.27
2024-03-13,72974,102.79,94.42,77.49,4.19,13.75,18068.47,5165.31
2024-03-14,71364,103.36,92.97,77.12,4.29,14.40,18014.81,5150.48
2024-03-15,69457,103.43,92.94,77.07,4.31,14.41,17808.25,5117.09
2024-03-18,67606,103.59,92.66,77.25,4.34,14.33,17985.01,5149.42
2024-03-19,62072,103.84,92.92,77.56,4.30,13.82,18032.21,5178.51
2024-03-20,67912,103.41,92.89,77.82,4.27,13.04,18240.11,5224.62
2024-03-21,65577,104.00,93.09,77.78,4.27,12.92,18320.38,5241.53
2024-03-22,63828,104.47,93.98,77.70,4.22,13.06,18339.44,5234.18
2024-03-25,69824,104.23,93.51,77.58,4.25,13.19,18277.06,5218.19
2024-03-26,70011,104.29,93.77,77.49,4.24,13.24,18210.54,5203.58
2024-03-27,69467,104.35,94.70,77.90,4.20,12.78,18280.84,5248.49
2024-03-28,70776,104.55,94.62,77.73,4.20,13.01,18254.69,5254.35
2024-04-01,69691,105.02,92.55,77.02,4.33,13.65,18293.20,5243.77
2024-04-02,65495,104.82,92.04,76.89,4.36,14.61,18121.78,5205.81
2024-04-03,65967,104.25,92.02,76.95,4.36,14.33,18160.19,5211.49
2024-04-04,68518,104.12,92.68,76.89,4.31,16.35,17878.78,5147.21
2024-04-05,67819,104.30,91.39,76.82,4.39,16.03,18108.46,5204.34
2024-04-08,71675,104.14,91.38,77.00,4.42,15.19,18100.19,5202.39
2024-04-09,69164,104.15,92.23,77.16,4.36,14.98,18169.90,5209.91
2024-04-10,70688,105.25,90.22,76.48,4.55,15.80,18011.65,5160.64
2024-04-11,70104,105.28,89.81,76.41,4.56,14.91,18307.98,5199.06
2024-04-12,67061,106.04,90.29,76.37,4.50,17.31,18003.49,5123.41
2024-04-15,63488,106.21,88.89,75.93,4.63,19.23,17706.83,5061.82
2024-04-16,63874,106.26,88.30,75.68,4.67,18.40,17713.66,5051.41
2024-04-17,61375,105.95,89.28,75.78,4.59,18.21,17493.62,5022.21
2024-04-18,63529,106.15,88.83,75.84,4.64,18.00,17394.31,5011.12
2024-04-19,63867,106.15,89.15,75.98,4.62,18.71,17037.65,4967.23
2024-04-22,66894,106.08,89.00,76.40,4.62,16.94,17210.89,5010.60
2024-04-23,66458,105.67,89.03,76.71,4.61,15.69,17471.47,5070.55
2024-04-24,64345,105.86,88.40,76.54,4.65,15.97,17526.80,5071.63
2024-04-25,64555,105.60,87.78,76.38,4.70,15.37,17430.50,5048.42
2024-04-26,63874,105.94,88.24,76.62,4.67,15.03,17718.30,5099.96
2024-04-29,63960,105.58,88.98,76.85,4.63,14.67,17782.71,5116.17
2024-04-30,60836,106.22,88.22,76.29,4.69,15.65,17440.69,5035.69
2024-05-01,58457,105.75,88.56,76.29,4.63,15.39,17318.55,5018.39
2024-05-02,59247,105.30,88.94,76.76,4.58,14.68,17541.54,5064.20
2024-05-03,62978,105.03,89.84,77.08,4.50,13.49,17890.79,5127.79
2024-05-06,63280,105.05,90.19,77.17,4.49,13.49,18093.57,5180.74
2024-05-07,62432,105.41,90.74,77.18,4.47,13.23,18091.45,5187.70
2024-05-08,61343,105.55,90.19,77.00,4.48,13.00,18085.01,5187.67
2024-05-09,63209,105.23,90.63,77.02,4.45,12.69,18113.46,5214.08
2024-05-10,60807,105.30,90.12,76.90,4.50,12.55,18161.18,5222.68
2024-05-13,62986,105.22,90.35,76.88,4.48,13.60,18198.61,5221.42
2024-05-14,61668,105.01,90.86,77.00,4.45,13.42,18322.77,5246.68
2024-05-15,66320,104.34,92.10,77.45,4.36,12.45,18596.65,5308.15
2024-05-16,65314,104.46,92.01,77.27,4.38,12.42,18557.96,5297.10
2024-05-17,67182,104.44,91.39,77.28,4.42,11.99,18546.23,5303.27
2024-05-20,71428,104.56,91.12,77.32,4.44,12.15,18674.19,5308.13
2024-05-21,70148,104.66,91.59,77.26,4.41,11.86,18713.80,5321.41
2024-05-22,69225,104.93,91.70,77.09,4.43,12.29,18705.20,5307.01
2024-05-23,68058,105.11,91.11,76.82,4.47,12.77,18623.39,5267.84
2024-05-24,68604,104.72,91.38,77.09,4.46,11.93,18808.35,5304.72
2024-05-28,68434,104.61,90.07,76.78,4.54,12.92,18869.44,5306.04
2024-05-29,67720,105.10,88.98,76.55,4.61,14.28,18736.76,5266.95
2024-05-30,68413,104.72,89.84,76.86,4.55,14.47,18538.66,5235.48
2024-05-31,67582,104.67,90.45,77.13,4.51,12.92,18536.65,5277.51
2024-06-03,68859,104.14,91.60,77.01,4.41,13.11,18600.97,5283.40
2024-06-04,70604,104.11,92.67,76.97,4.33,13.16,18654.84,5291.34
2024-06-05,71101,104.27,93.35,77.22,4.29,12.63,19035.05,5354.03
2024-06-06,70836,104.10,93.21,77.09,4.28,12.58,19021.19,5352.96
2024-06-07,69403,104.89,91.50,76.89,4.43,12.22,19000.95,5346.99
2024-06-10,69528,105.15,90.89,76.96,4.47,12.74,19074.68,5360.79
2024-06-11,67331,105.23,91.83,77.06,4.39,12.85,19210.19,5375.32
2024-06-12,68266,104.64,92.52,77.37,4.31,12.04,19465.18,5421.03
2024-06-13,66776,105.20,93.88,77.36,4.24,11.94,19576.92,5433.74
2024-06-14,66038,105.55,94.67,77.06,4.20,12.66,19659.80,5431.60
2024-06-17,66570,105.32,93.73,77.11,4.28,12.75,19902.75,5473.23
2024-06-18,65250,105.26,94.59,77.35,4.22,12.30,19908.86,5487.03
2024-06-20,65000,105.59,93.96,77.30,4.25,13.28,19752.30,5473.17
2024-06-21,64234,105.80,93.96,77.39,4.25,13.20,19700.43,5464.62
2024-06-24,60372,105.47,94.34,77.31,4.25,13.33,19474.62,5447.87
2024-06-25,61878,105.61,94.50,77.41,4.23,12.84,19701.13,5469.30
2024-06-26,60923,106.05,93.15,77.24,4.32,12.55,19751.05,5477.90
2024-06-27,61803,105.91,93.52,77.33,4.29,12.24,19789.03,5482.87
2024-06-28,60546,105.87,91.78,77.14,4.36,12.44,19682.87,5460.48
2024-07-01,62965,105.90,89.91,76.72,4.48,12.22,19812.22,5475.09
2024-07-02,62219,105.72,90.61,76.93,4.43,12.03,20011.89,5509.01
2024-07-03,60314,105.40,91.80,77.20,4.36,12.09,20186.63,5537.02
2024-07-05,56759,104.88,92.56,77.43,4.28,12.48,20391.97,5567.19
2024-07-08,56873,105.00,92.76,77.41,4.28,12.37,20439.54,5572.85
2024-07-09,58205,105.13,92.35,77.32,4.30,12.51,20453.02,5576.98
2024-07-10,57931,105.05,92.64,77.50,4.28,12.85,20675.38,5633.91
2024-07-11,57458,104.44,93.54,77.78,4.20,12.92,20211.36,5584.54
2024-07-12,58049,104.09,93.94,77.98,4.18,12.46,20331.49,5615.35
2024-07-15,64882,104.19,92.86,77.99,4.23,13.12,20386.88,5631.22
2024-07-16,65188,104.27,94.17,78.29,4.17,13.19,20398.62,5667.20
2024-07-17,64204,103.75,94.19,78.20,4.16,14.48,19799.14,5588.27
2024-07-18,64048,104.17,93.47,78.04,4.20,15.93,19705.09,5544.59
2024-07-19,66789,104.40,92.92,77.98,4.25,16.52,19522.62,5505.00
2024-07-22,67714,104.31,92.65,78.27,4.26,14.91,19822.87,5564.41
2024-07-23,66101,104.45,92.52,78.28,4.25,14.72,19754.34,5555.74
2024-07-24,65482,104.39,91.52,78.03,4.28,18.04,19032.39,5427.13
2024-07-25,65849,104.36,92.27,78.04,4.27,18.46,18830.59,5399.22
2024-07-26,68061,104.32,92.99,78.29,4.20,16.39,19023.66,5459.10
2024-07-29,66933,104.56,93.49,78.22,4.17,16.60,19059.49,5463.54
2024-07-30,66349,104.55,93.85,78.26,4.15,17.69,18796.27,5436.44
2024-07-31,64724,104.10,94.81,78.54,4.09,16.36,19362.43,5522.30
2024-08-01,65465,104.42,95.31,77.96,3.99,18.59,18890.39,5446.68
2024-08-02,61529,103.21,98.28,77.70,3.80,23.39,18440.85,5346.56
2024-08-05,54169,102.69,98.80,77.22,3.78,38.57,17895.15,5186.33
2024-08-06,56187,102.97,96.59,77.51,3.90,27.71,18077.92,5240.03
2024-08-07,55179,103.20,95.91,77.66,3.96,27.85,17867.37,5199.50
2024-08-08,61801,103.21,95.32,77.98,3.99,23.79,18413.82,5319.31
2024-08-09,60970,103.14,96.26,77.97,3.94,20.37,18513.10,5344.16
2024-08-12,59440,103.14,96.61,78.02,3.90,20.71,18542.03,5344.39
2024-08-13,60666,102.56,97.28,78.38,3.85,18.12,19006.43,5434.43
2024-08-14,58777,102.57,97.89,78.52,3.83,16.19,19022.68,5455.21
2024-08-15,57594,102.98,97.10,78.59,3.92,15.23,19490.15,5543.22
2024-08-16,58996,102.46,97.44,78.84,3.89,14.80,19508.52,5554.25
2024-08-19,59609,101.89,97.89,78.97,3.86,14.65,19766.48,5608.25
2024-08-20,59172,101.44,98.67,78.90,3.82,15.88,19719.82,5597.12
2024-08-21,61252,101.04,98.73,79.08,3.79,16.27,19824.84,5620.85
2024-08-22,60483,101.51,97.75,78.98,3.86,17.55,19491.84,5570.64
2024-08-23,64151,100.72,98.39,79.40,3.81,15.86,19720.87,5634.61
2024-08-26,62974,100.85,98.14,79.24,3.82,16.15,19516.44,5616.84
2024-08-27,59570,100.55,97.97,79.29,3.83,15.43,19581.52,5625.80
2024-08-28,59145,101.09,97.85,79.25,3.84,17.11,19350.78,5592.18
2024-08-29,59542,101.34,97.53,79.33,3.87,15.65,19325.45,5591.96
2024-08-30,59300,101.70,96.49,79.34,3.91,15.00,19574.64,5648.40
2024-09-03,57680,101.83,97.75,78.68,3.84,20.72,18958.73,5528.93
2024-09-04,58116,101.36,99.01,78.97,3.77,21.32,18921.40,5520.07
2024-09-05,56318,101.11,99.57,79.24,3.73,19.90,18930.33,5503.41
2024-09-06,54133,101.18,99.56,79.14,3.72,22.38,18421.31,5408.42
2024-09-09,57110,101.55,99.99,79.33,3.70,19.45,18660.78,5471.05
2024-09-10,57758,101.63,100.69,79.18,3.65,19.08,18829.14,5495.52
2024-09-11,57451,101.68,100.61,79.30,3.65,17.69,19237.30,5554.13
2024-09-12,58287,101.37,100.14,79.41,3.68,17.07,19423.07,5595.76
2024-09-13,60645,101.11,100.41,79.63,3.66,16.56,19514.59,5626.02
2024-09-16,58342,100.76,101.33,79.83,3.63,17.14,19423.06,5633.09
2024-09-17,60435,100.89,100.84,79.85,3.65,17.61,19432.40,5634.58
2024-09-18,61841,100.60,99.59,79.92,3.70,18.23,19344.49,5618.26
2024-09-19,63032,100.61,99.26,80.16,3.73,16.33,19839.83,5713.64
2024-09-20,63205,100.72,98.88,80.26,3.73,16.15,19791.49,5702.55
2024-09-23,63456,100.85,98.67,80.11,3.75,15.89,19852.20,5718.57
2024-09-24,64381,100.47,98.65,80.12,3.74,15.39,19944.84,5732.93
2024-09-25,63264,100.91,97.83,80.03,3.79,15.41,19972.61,5722.26
2024-09-26,65307,100.52,98.06,80.16,3.79,15.37,20115.54,5745.37
2024-09-27,65928,100.38,98.57,80.36,3.75,16.96,20008.62,5738.17
2024-09-30,63468,100.78,98.10,80.30,3.81,16.73,20060.69,5762.48
2024-10-01,60981,101.19,98.49,79.87,3.74,19.26,19773.30,5708.75
2024-10-02,60785,101.68,97.66,79.88,3.79,18.90,19802.59,5709.54
2024-10-03,60892,101.99,96.74,79.69,3.85,20.49,19793.34,5699.94
2024-10-04,62191,102.52,95.55,79.60,3.98,19.21,20035.02,5751.07
2024-10-07,62269,102.54,94.83,79.26,4.03,22.64,19800.74,5695.94
2024-10-08,62231,102.55,94.99,79.45,4.04,21.42,20107.78,5751.13
2024-10-09,60650,102.93,94.45,79.40,4.06,20.86,20268.86,5792.04
2024-10-10,60337,102.99,94.08,79.36,4.09,20.93,20241.76,5780.05
2024-10-11,62581,102.89,93.70,79.57,4.08,20.46,20271.97,5815.03
2024-10-15,67123,103.26,94.91,79.59,4.03,20.64,20159.83,5815.26
2024-10-16,67657,103.59,95.31,79.73,4.02,19.58,20174.05,5842.47
2024-10-17,67453,103.83,93.80,79.61,4.09,19.11,20190.42,5841.47
2024-10-18,68368,103.49,93.87,79.80,4.08,18.03,20324.04,5864.67
2024-10-21,67425,104.01,92.23,79.48,4.19,18.37,20361.47,5853.98
2024-10-22,67405,104.08,92.32,79.37,4.20,18.20,20383.64,5851.20
2024-10-23,66695,104.43,92.07,79.13,4.24,19.24,20066.96,5797.42
2024-10-24,68188,104.06,92.66,79.36,4.21,19.08,20232.87,5809.86
2024-10-25,66734,104.26,92.14,79.28,4.25,20.33,20352.02,5808.12
2024-10-28,69989,104.32,91.89,79.48,4.28,19.80,20351.07,5823.52
2024-10-29,72688,104.32,92.03,79.50,4.28,19.34,20550.65,5832.92
2024-10-30,72455,103.99,92.30,79.36,4.29,20.35,20387.70,5813.67
2024-10-31,70299,103.98,92.45,79.14,4.28,23.16,19890.41,5705.45
2024-11-01,69590,104.28,90.84,78.75,4.37,21.88,20033.14,5728.80
2024-11-04,67858,103.89,92.25,78.97,4.31,21.98,19963.60,5712.69
2024-11-05,69450,103.42,92.74,79.19,4.26,20.49,20227.46,5782.76
2024-11-06,75580,105.09,90.20,79.33,4.42,16.27,20781.33,5929.04
2024-11-07,75864,104.51,91.33,79.67,4.31,15.20,21101.57,5973.10
2024-11-08,76496,105.00,92.49,79.80,4.30,14.94,21117.18,5995.54
2024-11-12,88007,106.02,90.66,79.39,4.43,14.71,21070.79,5983.99
2024-11-13,90453,106.48,89.80,79.41,4.44,14.02,21036.16,5985.38
2024-11-14,87305,106.67,90.32,79.24,4.43,14.31,20896.67,5949.17
2024-11-15,91015,106.69,90.08,79.23,4.43,16.14,20394.13,5870.62
2024-11-18,90535,106.28,90.24,79.38,4.42,15.58,20539.19,5893.62
2024-11-19,92172,106.21,90.70,79.50,4.39,16.35,20684.59,5916.98
2024-11-20,94243,106.68,90.41,79.48,4.41,17.16,20667.10,5917.11
2024-11-21,98348,106.97,90.34,79.51,4.43,16.87,20740.78,5948.71
2024-11-22,98683,107.55,90.39,79.49,4.41,15.24,20776.23,5969.34
2024-11-25,93133,106.82,92.73,79.79,4.27,14.60,20804.89,5987.37
2024-11-26,92082,107.01,92.37,79.64,4.30,14.10,20922.90,6021.63
2024-11-27,95953,106.08,93.01,79.88,4.25,14.10,20744.49,5998.74
2024-11-29,97564,105.74,93.97,80.04,4.18,13.51,20930.37,6032.38
2024-12-02,95925,106.45,93.87,79.65,4.19,13.34,21164.60,6047.15
2024-12-03,96065,106.36,93.06,79.65,4.23,13.30,21229.32,6049.88
2024-12-04,98709,106.32,94.06,79.84,4.19,13.45,21492.36,6086.49
2024-12-05,96833,105.71,94.25,79.77,4.17,13.54,21425.22,6075.11
2024-12-06,99786,106.06,94.39,79.90,4.15,12.77,21622.25,6090.27
2024-12-09,97500,106.14,93.52,79.80,4.20,14.19,21440.82,6052.85
2024-12-10,96650,106.40,93.08,79.84,4.22,14.18,21368.18,6034.91
2024-12-11,101100,106.71,92.20,79.86,4.26,13.58,21763.98,6084.19
2024-12-12,100010,106.96,91.08,79.64,4.32,13.92,21615.27,6051.25
2024-12-13,101370,107.00,90.15,79.41,4.40,13.81,21780.25,6051.09
2024-12-16,105870,106.86,90.42,79.56,4.39,14.69,22096.66,6074.08
2024-12-17,105990,106.96,90.64,79.39,4.40,15.87,22001.08,6050.61
2024-12-18,100230,108.03,89.16,78.17,4.50,27.62,21209.31,5872.16
2024-12-19,97515,108.41,87.81,78.09,4.57,24.09,21110.51,5867.08
2024-12-20,97857,107.62,88.31,78.58,4.52,18.36,21289.15,5930.85
2024-12-23,94918,108.04,87.50,78.37,4.59,16.78,21503.17,5974.07
2024-12-24,98750,108.20,87.87,78.62,4.59,14.27,21797.65,6040.04
2024-12-26,95883,108.13,87.82,78.82,4.58,14.73,21768.31,6037.59
2024-12-27,94419,108.00,87.10,78.55,4.62,15.95,21473.02,5970.84
2024-12-30,92982,108.13,87.80,78.66,4.55,17.40,21197.09,5906.94
2024-12-31,93780,108.49,87.33,78.65,4.58,17.35,21012.17,5881.63
2025-01-02,97034,109.39,87.57,78.84,4.57,17.93,20975.62,5868.55
2025-01-03,98179,108.95,87.29,78.96,4.60,16.13,21326.16,5942.47
2025-01-06,102290,108.26,86.90,79.10,4.62,16.04,21559.50,5975.38
2025-01-07,97006,108.54,85.92,78.84,4.67,17.82,21173.04,5909.03
2025-01-08,95198,109.09,86.03,78.94,4.67,17.70,21180.96,5918.25
2025-01-10,94835,109.65,85.46,78.53,4.77,19.54,20847.58,5827.04
2025-01-13,94682,109.96,85.43,78.51,4.79,19.19,20784.72,5836.22
